Lat,Lon,ID,Conductivity,Quadrature
-34.02483843,150.66320072,13,7.85305563888889,-1.15416666388889
-34.02487523,150.66319272,14,7.34777780555556,-1.26222221944445
-34.02491886,150.66318062,15,6.77388894444444,-1.33916666666667
-34.02497309,150.66316427,16,6.1575,-1.45777777777778
-34.02503422,150.66314794,17,6.03527769444444,-1.58305555555556
-34.02526297,150.66308534,18,6.06249988888889,-1.61027777777778
-34.02532965,150.66306913,19,6.013611,-1.677222225
-34.02539378,150.66305357,22,6.07138875,-1.66750000555556
-34.02545794,150.66303628,23,6.20361097222222,-1.69500000277778
-34.02552398,150.66302078,24,6.32944433333333,-1.69000000277778
-34.02562264,150.66299956,25,6.33444438888889,-1.58333333055556
-34.02568809,150.66298563,26,6.19888894444444,-1.61305555
-34.02575529,150.66297107,27,6.36555563888889,-1.56527777222222
-34.02582064,150.66295757,28,6.47805563888889,-1.54361110277778
-34.02588459,150.66294069,29,6.4794445,-1.50472221666667
-34.02594701,150.66292264,30,6.47111116666667,-1.48694444027778
-34.02614927,150.66287209,31,6.60500002777778,-1.36583333472222
-34.02620016,150.66286442,32,6.81805547222222,-1.28250000341667
-34.02624986,150.66285194,35,6.74638877777778,-1.30805555619445
-34.02630006,150.66284201,36,6.75611108333333,-1.37444444508333
-34.02634868,150.66283453,37,6.77805555555556,-1.38777777841667
-34.02639423,150.66282397,38,6.74444444444444,-1.39638888813889
-34.02644076,150.66281335,39,6.75472222222222,-1.55333333536111
-34.0265114,150.66279299,40,6.72444447222223,-1.56750000555555
-34.02655701,150.66277902,41,6.78166669444444,-1.59750000555556
-34.02660604,150.66276412,42,6.75722216666667,-1.59500000555556
-34.02665624,150.66274998,43,6.68027769444445,-1.55361111388889
-34.02670161,150.66273956,44,6.68666661111111,-1.54583333611111
-34.02674036,150.66272636,45,6.63833327777778,-1.46638889166667
-34.02675782,150.66269172,46,6.55861102777778,-1.50361111111111
-34.02672547,150.6626396,47,6.52027766666667,-1.49805555277778
-34.02667658,150.66263954,48,6.48888877777778,-1.41555555555556
-34.02662446,150.66265996,49,6.56388883333333,-1.39444445
-34.02657405,150.66268642,50,7.04388875,-1.234722225
-34.02652454,150.66270826,51,7.31527763888889,-1.26777777777778
-34.02647691,150.66272034,52,8.06805547222222,-1.08472222222222
-34.02642669,150.66273455,53,8.47472211111111,-0.969722221840962
-34.02637779,150.66274885,54,8.93694427777778,-0.863333330174297
-34.02632957,150.66276299,55,9.48027758333333,-0.710555544063186
-34.02624984,150.66278997,56,9.5991665,-0.691666657952076
-34.02616666,150.66281752,57,10.0930553888889,-0.531944435729854
-34.02611092,150.66283343,59,10.0869442777778,-0.54222221350763
-34.02605849,150.66284943,60,10.4852776666667,-0.437777771944444
-34.02600365,150.66286395,61,10.9991666388889,-0.3238888825
-34.02595138,150.66287611,62,12.0155555277778,-0.037222221111111
-34.02587266,150.66289887,63,12.1483333333334,0.034444448055555
-34.02581734,150.66291417,64,12.0572222222222,0.079722221944444
-34.02576353,150.66292838,65,12.3769444444445,0.164999999722223
-34.02571008,150.6629406,66,12.2597222222222,0.114166671666666
-34.02566024,150.66295194,67,11.9236111111111,0.048055559999999
-34.02561177,150.66296307,68,11.3013888888889,-0.095277773611112
-34.0255619,150.66297547,69,11.6586111111111,-0.037499995555555
-34.02550946,150.66299018,70,11.6188888888889,-0.098888875
-34.02543006,150.66300852,71,11.3294444444445,-0.096111096666665
-34.02537582,150.66302025,72,11.4913888888889,0.08972223111111
-34.02532395,150.66303279,73,11.6655555555556,0.13361112010348
-34.02527172,150.6630441,74,11.3944444444445,0.024722230659036
-34.02522024,150.66305681,75,10.7949999444444,-0.051944438785409
-34.02517243,150.66307298,76,10.5466665277778,0.023055555659035
-34.02512313,150.66308974,77,10.24138875,0.002222224547924
-34.02504577,150.66310829,78,9.78777758333333,-0.157222217118741
-34.02499771,150.66311917,79,9.29694422222222,-0.164444439999999
-34.02494878,150.66313098,80,9.23666644444445,-0.178333322777778
-34.02490385,150.66314157,81,9.15666647222222,-0.209999989444445
-34.02485778,150.66315081,82,8.84388886111111,-0.358055547777778
-34.02478683,150.66316755,83,8.38749997222222,-0.434166658888888
-34.02473821,150.66317473,84,8.33361111111111,-0.434999994999999
-34.02470654,150.66315365,85,8.40388883333334,-0.382222219444445
-34.02470817,150.66310485,86,8.52249994444445,-0.297500002777778
-34.0247448,150.66307091,87,8.74999991666667,-0.273055563611111
-34.02479603,150.66305938,88,9.23749988888889,-0.084166680277778
-34.02485203,150.66304667,89,9.29194433333333,-0.087777794166667
-34.02491166,150.66303594,90,9.68249994444444,0.04305554
-34.02497855,150.66302177,91,10.2941666944445,0.110277767777777
-34.02502074,150.66301224,92,10.4350000277778,0.163888881666666
-34.02506984,150.66300155,93,10.91666675,0.1691666625
-34.02512772,150.66299142,94,11.32222225,0.184166673611112
-34.02518827,150.66297849,95,12.0683333611111,0.394722231944444
-34.02525269,150.66296471,96,12.0652777777778,0.413611120000001
-34.02531528,150.66295082,97,12.0886111111111,0.483888897777776
-34.0254115,150.66293284,98,12.0613888888889,0.487777781111111
-34.02547351,150.66291896,99,11.9280555555556,0.646666672222223
-34.0255318,150.66290549,100,11.9691666666667,0.649444447222222
-34.02559098,150.66289142,101,12.1008333333333,0.655000003055557
-34.02565116,150.66287913,102,12.3230555555555,0.701944444722222
-34.02570847,150.66286268,103,12.1466666666667,0.670277775277778
-34.02577277,150.6628466,104,11.9441666666667,0.706666666944444
-34.02583554,150.66283148,105,11.9669444444444,0.6947222225
-34.02589751,150.66281865,106,11.7661111111111,0.706944449722223
-34.02611855,150.66276187,107,11.5802777222222,0.692777780000001
-34.02617427,150.66275036,108,11.0741665833333,0.614722227222222
-34.02623031,150.66274144,111,10.7877776944444,0.559722199444444
-34.026285,150.662731,112,10.4719443611111,0.433611085555555
-34.02633797,150.66271616,113,10.1227777222222,0.314166638333333
-34.02642572,150.66268989,114,9.94444438888888,0.351944411111111
-34.02648109,150.66267484,115,9.70499997222222,0.3158333
-34.02653306,150.66265823,116,10.0361111111111,0.38944441388889
-34.02657819,150.66264148,117,10.3911111111111,0.443333330555556
-34.0266229,150.66262845,118,10.3394444166667,0.450000008333334
-34.02666162,150.66261128,119,9.91777769444444,0.473333344444445
-34.0266978,150.66258832,120,9.35222213888889,0.289722233333334
-34.0267319,150.66252359,121,9.03833313888889,0.183611121111112
-34.0267136,150.66247702,122,8.78499980555555,0.160000004444444
-34.026662,150.66246395,123,8.17666641666667,0.082500000994045
-34.02659797,150.6624844,124,8.32611086111111,0.102499993494045
-34.02653597,150.66250635,125,8.43833302777778,0.122777771582264
-34.02644995,150.66253464,126,8.83249966666667,0.254722218804485
-34.02638747,150.66255544,127,9.37138869444444,0.424166667137819
-34.02612475,150.66260998,128,9.43972197222222,0.372222225471152
-34.02605489,150.66263769,129,9.88611091666667,0.449444453921553
-34.02599657,150.66265407,136,9.97583305555555,0.473333333643774
-34.02594203,150.66266511,137,10.4277775833333,0.548333336111111
-34.02590484,150.66267386,138,10.7533331666667,0.643888894444445
-34.02575844,150.66270743,139,11.3969442777778,0.723333335555556
-34.02570576,150.66272071,140,12.0713887777778,0.887500002222222
-34.0256518,150.66273343,143,12.2949998888889,0.918333335555554
-34.02559839,150.66274331,144,12.8427777777778,1.02833334388889
-34.02540373,150.66279116,145,12.9313888888889,1.04027778833333
-34.02535103,150.66280679,146,13.1213888888889,1.04583334111111
-34.02529539,150.6628225,149,12.7319444444444,0.958888897222223
-34.02523853,150.66284095,150,12.6497222222222,0.963888896111111
-34.02517714,150.6628552,151,12.9783333333333,0.965833343333333
-34.02495034,150.66290418,152,12.3291666111111,0.791666679999999
-34.02489048,150.66291684,153,12.2788888333333,0.805833346666666
-34.02483323,150.66292929,156,11.4766666111111,0.660555569166667
-34.02477669,150.66293902,157,10.7016665833333,0.545833344166667
-34.02464543,150.66291251,158,9.77833322222222,0.255555567222222
-34.02465034,150.66285943,159,8.84861105555556,0.160277781111111
-34.02468551,150.66283165,162,8.85833336111111,0.161388885277778
-34.02473561,150.66282083,163,8.38611111111111,0.193055546388888
-34.02479007,150.66281109,164,8.37027775,0.186388872777777
-34.024849,150.66280077,165,8.49583322222222,0.104444431111112
-34.02505154,150.66276415,166,8.90888880555556,0.304444431388889
-34.02511057,150.66275427,167,9.37944430555556,0.378888878611111
-34.02516921,150.66274356,170,10.0322220555555,0.596944437777778
-34.02522447,150.66273156,171,10.65138875,0.537222218333332
-34.02528061,150.66272035,172,11.4544443333334,0.756944445
-34.02536653,150.66269778,173,12.0669444444444,1.04083333388889
-34.02542364,150.66268502,174,12.3794444444444,1.06444444777778
-34.02547768,150.66267508,175,12.6127777777778,1.12027778111111
-34.02553309,150.66266338,176,12.7844444444444,1.12472222611111
-34.02561827,150.66264221,177,12.9083333333333,1.18833334
-34.02567087,150.6626299,178,13.0433333333333,1.14750000333333
-34.0257219,150.66261715,179,13.3280555555556,1.20222222527778
-34.02577882,150.66259931,180,13.6641666666667,1.24861111416667
-34.02583166,150.66258305,181,13.5036111111111,1.217222225
-34.0258637,150.66257617,182,13.1147222222222,1.18388889166667
-34.02589451,150.66257132,183,13.0886111111111,1.25666666388889
-34.02593493,150.66256202,184,13.0205555555556,1.33472222222222
-34.02611556,150.66251278,185,12.3233332777778,1.14777778361111
-34.02617502,150.66249748,186,11.2797221666667,0.920555559444445
-34.02623286,150.6624802,189,10.5341665555556,0.798333334722222
-34.02628926,150.66245971,190,9.88805547222221,0.621666670277777
-34.02637832,150.66243068,191,9.97416658333334,0.670277781388888
-34.02645687,150.66240663,192,9.44999994444445,0.420833339722223
-34.02650889,150.66238924,194,9.28222216666667,0.428611111944445
-34.02655488,150.66237391,195,9.49972208333333,0.548611113888888
-34.02659119,150.662353,196,9.52222216666667,0.515277783333333
-34.02660534,150.66231479,197,10.07833325,0.594722225000001
-34.02656571,150.66225808,198,9.37083325,0.345277783333332
-34.02651502,150.66226304,199,9.31083325,0.365833330969475
-34.02645491,150.66228419,200,9.61666663888889,0.380555547636142
-34.02638879,150.66230217,201,10.0969445,0.503055544858365
-34.02632199,150.6623167,202,10.2433333888889,0.547222211525032
-34.02625555,150.66233218,203,9.82166666666667,0.469444433469475
-34.02619159,150.66235056,204,9.68083322222222,0.443333322358365
-34.02610157,150.6623795,205,9.48333313888889,0.437777769166668
-34.02601958,150.66240879,206,9.34972194444444,0.396111108055557
-34.0259686,150.66242601,208,8.78055525,0.241944444166667
-34.02589075,150.66245141,209,9.01999969444444,0.302222221944444
-34.02583253,150.66247037,210,9.64138863888889,0.516666666666668
-34.02577414,150.66248378,211,10.1930554166667,0.650277774999999
-34.02572064,150.66249387,212,10.5272221388889,0.729444447222222
-34.02564038,150.66251257,213,10.6913888888889,0.847777780277778
-34.02558784,150.66252634,214,10.9350000277778,0.911388885833333
-34.02553169,150.66253842,215,10.9552777777778,0.942777771944443
-34.02548182,150.66254882,216,11.0138888888889,0.949722216388889
-34.02542737,150.66256479,217,10.9811111111111,0.990277774444445
-34.02536946,150.66258247,218,10.9555555277778,1.01861110277778
-34.02528379,150.66260593,219,10.8919444166667,0.979444436388889
-34.0252235,150.66262131,220,10.9155555277778,1.05722221694444
-34.02516153,150.66263776,221,10.98027775,1.12972221972222
-34.02509881,150.66265719,222,10.4183332777778,1.01805555305556
-34.02504072,150.66267339,223,10.3933332777778,1.02388888638889
-34.02501024,150.66267941,224,10.6888888611111,1.09749999972222
-34.02498441,150.6626901,225,10.4816666111111,1.03472222194444
-34.02493417,150.66270622,226,9.99333327777777,0.856944444166666
-34.02488819,150.66271988,227,9.35527769444444,0.644999994166666
-34.02484877,150.66272675,228,9.00861102777778,0.525555552777778
-34.02480695,150.66272453,229,8.74444436111111,0.442777769722223
-34.02477476,150.66269473,230,8.26083327777778,0.341666661388889
-34.02490041,150.66260008,231,8.16583327777778,0.251111103763727
-34.02495346,150.66259055,232,8.39388877777778,0.294999989874838
-34.02500791,150.66257855,235,8.68583330555556,0.349722218208172
-34.0250586,150.66256546,236,9.09305561111111,0.404722215152616
-34.02513295,150.66254628,237,9.07888902777778,0.378611109597061
-34.02518348,150.66253375,238,9.16194455555555,0.339444440152616
-34.02523454,150.66251975,239,9.10500016666667,0.325277772777778
-34.02528685,150.66250613,240,9.06416686111111,0.298888889444444
-34.02534083,150.66249285,241,9.29666683333333,0.343333330555556
-34.02539163,150.66248208,242,9.1369445,0.276388886111112
-34.02544381,150.66246907,243,8.67527775,0.213611108333333
-34.02552406,150.66244554,244,8.67416658333333,0.237777774444444
-34.02557936,150.66243267,245,8.84361102777778,0.299999996666667
-34.02563255,150.66241843,246,8.98305544444445,0.258333323611112
-34.02568806,150.66240276,247,9.18777763888889,0.287499995833334
-34.02576946,150.66238541,248,9.26999994444444,0.374444440277779
-34.02582299,150.66237405,249,9.86861108333333,0.545833329166667
-34.02587662,150.66236221,250,10.1111111388889,0.6086111075
-34.02592943,150.66235045,251,10.485,0.838333328611111
-34.02598421,150.66234064,252,10.1675000277778,0.865277771111111
-34.02603602,150.66233093,253,9.61805558333333,0.686111101666666
-34.02608917,150.66231931,254,9.13027777777778,0.640555549722221
-34.02614334,150.66230451,255,8.55694438888889,0.419999996944444
-34.02619763,150.66228991,256,8.15416658333333,0.262777776944444
-34.02634984,150.6622385,257,7.40722219444445,0.023611114166666
-34.0263971,150.66222112,259,7.465,0.0611111175
-34.02644191,150.66220707,262,7.57722216666667,0.180555559166667
-34.02648335,150.66219678,263,8.29499994444445,0.281388891666667
-34.02652435,150.66218634,264,8.73416666666667,0.325833330555555
-34.02657049,150.66215635,265,8.63611116666667,0.352222215833334
-34.0265787,150.66211919,266,9.01388891666667,0.460555549166667
-34.02655569,150.66208501,267,9.51500002777778,0.547222217777778
-34.02651366,150.66208423,268,10.0302778611111,0.6049999925
-34.02646733,150.66210347,269,9.99138897222223,0.561388878611111
-34.02638888,150.66213594,270,10.0905556111111,0.619166661944445
-34.02633082,150.66215505,271,10.5369444722222,0.713055549444445
-34.02627353,150.66217302,272,10.4877778055556,0.628888882222223
-34.02621381,150.6621907,273,9.81861108333333,0.424166660277778
-34.02615784,150.66220753,274,9.06833330555556,0.215555554999999
-34.02596196,150.66225785,275,8.67916661111111,0.129722221388889
-34.02590027,150.66227208,276,8.29138877777778,0.056944435277778
-34.02584495,150.66228447,279,8.19472211111111,-0.051944456388889
-34.02579354,150.66229762,280,8.16527752777778,-0.078055569722222
-34.02574823,150.66230938,281,8.63944416666667,0.0319444275
-34.02570555,150.66231758,282,9.10027752777778,0.169999983055555
-34.02565118,150.66233694,283,9.77611088888889,0.288055541666666
-34.02561974,150.66234593,284,10.2588887222222,0.312222212222222
-34.02558084,150.66235736,285,10.2483331111111,0.319722215555555
-34.02553883,150.66237047,286,10.4174999166667,0.33472222111111
-34.02547443,150.66238579,287,10.1383333333333,0.231111112777777
-34.02540482,150.66239753,288,9.85194438888889,0.140555553888889
-34.02536271,150.66240521,290,9.34583330555556,0.03527777638889
-34.02532076,150.6624142,291,9.05388880555556,-0.003055558055555
-34.0252772,150.6624225,292,9.48638886111111,0.103888883055556
-34.02520957,150.66244166,293,9.74694438888889,0.179166655277778
-34.02516326,150.66245339,294,9.96194441666666,0.247222216388889
-34.02511913,150.66246253,295,10.3188888888889,0.306111105833334
-34.02507342,150.6624738,296,10.4461110277778,0.316111102777777
-34.02502916,150.6624898,297,10.7211110833333,0.39305555
-34.02498559,150.66250856,298,10.4161110833333,0.328611108333334
-34.02494038,150.66252905,299,9.87583322222222,0.144166666666668
-34.0249021,150.66254342,300,9.72805536111111,0.097222216666666
-34.02483625,150.66256305,301,9.17083305555556,-0.018333338888889
-34.02479147,150.66257169,302,8.87722188888889,-0.085555563888889
-34.0247487,150.66257741,303,8.56416622222223,-0.138611119444444
-34.02470487,150.66257531,304,8.12583291666667,-0.256666669444444
-34.02467207,150.66254054,305,8.103333,-0.234166669444443
-34.02467339,150.6624856,306,7.86194416666667,-0.226111113888888
-34.02472791,150.66242448,307,7.97499980555556,-0.236666669166665
-34.02477936,150.66240697,308,7.90472213888889,-0.143333332222222
-34.02483563,150.66239661,309,7.51777777777778,-0.265833332222223
-34.0248892,150.66238674,310,7.45472222222222,-0.252499998333333
-34.02493783,150.66237566,311,7.44944433333333,-0.335833334444444
-34.02498258,150.6623652,312,7.72083322222222,-0.317222223333332
-34.02502601,150.66235495,313,8.21222211111111,-0.178055556944445
-34.02506957,150.66234604,314,8.79222211111111,-0.161111113333334
-34.02513193,150.6623349,315,9.62694436111111,-0.003611110555556
-34.02517256,150.66232365,316,9.98694433333332,0.037777772429183
-34.02521678,150.66230998,317,10.3705555833334,0.253888886873628
-34.02526059,150.66229678,318,11.0252778055556,0.369722225762517
-34.02530339,150.66228485,319,11.2088889166667,0.410833339651405
-34.02536208,150.66226604,320,11.30222225,0.462777786873627
-34.02540683,150.66224893,321,10.8255555555556,0.385833334095849
-34.0254514,150.66223872,322,10.9766666666667,0.43666667
-34.02550081,150.66222727,323,10.9666666666667,0.368333336111111
-34.0255486,150.66221458,324,10.3658333333333,0.216666663888888
-34.02559339,150.6622036,325,10.555,0.235833330555556
-34.02563858,150.6621921,326,9.79888886111111,0.054444444444444
-34.02569558,150.66218085,327,9.58805552777778,-0.014722222777778
-34.02572289,150.66217656,328,9.11666655555555,-0.086666670000001
-34.0257459,150.66216855,329,8.97444433333333,-0.12083333638889
-34.02577169,150.66215808,330,9.067222,0.004722221944445
-34.02579353,150.66215466,331,8.21194422222222,-0.095277775277777
-34.02583781,150.66214524,332,8.55055530555556,0.041388888055556
-34.02587192,150.66213621,333,8.97611091666667,0.091666669166667
-34.02590894,150.66212077,334,9.14138872222222,0.162500008611111
-34.02595002,150.66210348,335,9.31749980555556,0.289166675
-34.02599069,150.66208848,336,9.02222211111111,0.196944450000001
-34.0260302,150.66207114,337,9.27388872222222,0.20277778111111
-34.02606952,150.66205458,338,9.24277763888889,0.083611109444445
-34.02613136,150.6620236,339,8.92499983333333,0.082222223333333
-34.02616986,150.66200524,340,8.76555547222222,-0.10000000111111
-34.02621217,150.66199121,341,8.25527766666667,-0.273611112222223
-34.0262456,150.66197846,342,7.98666655555556,-0.403333331666666
-34.02627031,150.66191457,343,7.50999994444445,-0.431944442777777
-34.02624821,150.66189486,344,7.09138886111111,-0.50555555111111
-34.02621994,150.66189388,346,6.94638880555556,-0.513611112222221
-34.02617386,150.66190723,347,6.77027763888889,-0.485555555
-34.02611791,150.66192535,348,6.79694441666667,-0.481111110555555
-34.02606188,150.66194217,349,7.33638894444445,-0.264166666111111
-34.02600575,150.66196001,350,7.93138897222222,-0.172499997222222
-34.02592237,150.6619822,351,8.30638905555556,-0.066944441666667
-34.02587039,150.66199539,352,9.29444466666667,0.218333341666667
-34.02582128,150.66200554,353,10.6027780277778,0.622777783333333
-34.02577503,150.66201578,354,12.0033335,1.07166667222222
-34.02573334,150.66202593,355,12.1002779444445,1.02527778194444
-34.02569228,150.66203487,356,11.5700001666667,0.8588888875
-34.02563182,150.66205607,357,11.4569444722222,0.820277784722222
-34.02558887,150.66206756,358,11.0436111388889,0.648611120833334
-34.02554526,150.66208059,359,9.97749997222223,0.341944454166667
-34.02550146,150.66209143,360,8.62055544444444,-0.105555545833334
-34.0254571,150.66210131,361,8.26999977777778,-0.1786111
-34.02541112,150.66211025,362,8.41388863888889,-0.132222208611111
-34.02524757,150.66216452,363,8.417222,-0.130833328055555
-34.02520073,150.66217674,364,7.77583313888889,-0.305833328055556
-34.02515465,150.66218598,367,7.60249986111111,-0.423333325277778
-34.02510222,150.66219767,368,7.46138883333333,-0.466666656111112
-34.02505235,150.66220731,369,7.44277777777778,-0.500277772777777
-34.02487699,150.66223341,370,7.4955555,-0.544166661388888
