Lon,Lat,Result
150.663185380893,-34.02493967,1.28934462074303
150.663180426189,-34.02495951,0.907507675438598
150.663166930615,-34.02501355,0.741099071207431
150.663155722595,-34.02505843,0.784958720330239
150.663143880254,-34.02510585,0.345717234262127
150.663131316183,-34.02515616,0.590170214138288
150.663117386073,-34.02521194,0.594685178018575
150.663095267216,-34.02530051,1.3860939757482
150.663080388121,-34.02536009,1.54863261093911
150.66306528926,-34.02542055,1.67827663828689
150.663049288863,-34.02548462,1.9794890995872
150.663024877456,-34.02558237,1.19259558823529
150.663008597358,-34.02564756,1.32030469556244
150.662984985097,-34.02574211,1.58668737100103
150.662969831295,-34.02580279,1.5802374871001
150.662953918305,-34.02586651,1.76083571981424
150.662938464823,-34.02592839,1.32675419246646
150.662922439453,-34.02599256,1.14035087719298
150.662899651311,-34.02608381,1.00361177760578
150.662884519985,-34.0261444,0.670149316305471
150.662868964113,-34.02620669,0.490840621775027
150.662852701496,-34.02627181,0.492130417956657
150.662837123148,-34.02633419,0.058049019607844
150.662814904397,-34.02642316,0.069014060887513
150.66280074703,-34.02647985,0.357326754385966
150.662788937154,-34.02652714,1.29192440660475
150.66276622,-34.02654172,2.14073774509804
150.66272653,-34.02649746,3.65454063467492
150.662724560003,-34.02643303,5.34829714912281
150.66274055892,-34.02637093,5.95330218008256
150.662766095355,-34.02627181,6.69891608617131
150.662783166018,-34.02620555,6.5692721878225
150.662800857574,-34.02613688,7.08075290247678
150.66281817814,-34.02606965,7.22136190660475
150.662835472943,-34.02600252,7.69285294117647
150.662852136549,-34.02593784,7.5683689370485
150.66286881046,-34.02587312,6.70730101909185
150.662893269995,-34.02577818,6.59636184210527
150.662909946482,-34.02571345,6.41253857069143
150.662927117622,-34.0256468,5.63209481424149
150.662942846025,-34.02558575,4.9367903121775
150.662958953147,-34.02552323,4.35565009029928
150.662974686703,-34.02546216,3.19078940918473
150.662990327512,-34.02540145,3.35848813209494
150.663006478431,-34.02533876,3.10178018575851
150.663023587739,-34.02527235,2.01818898348813
150.663041351432,-34.0252034,2.09494343395253
150.663058602437,-34.02513644,2.17363254643963
150.663090414776,-34.02501296,1.63441686016512
150.663104517524,-34.02495822,1.97819910990712
150.6631356,-34.02490628,1.50283778379773
150.6630883,-34.02487418,1.38093401702786
150.66302414,-34.02489573,3.02309081527348
150.66299739,-34.02495825,3.68937029153767
150.662990219236,-34.02502942,5.39151167440661
150.662964530696,-34.0251327,5.75077392930857
150.66294771674,-34.0252003,5.7533540376677
150.662930246145,-34.02527054,7.05688880288958
150.662912394997,-34.02534231,7.37293646800826
150.662894929377,-34.02541253,8.29979385964912
150.662877836847,-34.02548125,7.6077141382869
150.662860935837,-34.0255492,6.57894723942209
150.662844004979,-34.02561727,6.44543292053664
150.66282783274,-34.02568229,5.62886925954592
150.662811876893,-34.02574644,6.82081998194015
150.662796336421,-34.02580892,5.64499425954592
150.662780236312,-34.02587365,3.75322465170279
150.662765414661,-34.02593324,3.4197625128999
150.662750520879,-34.02599312,2.35358597781218
150.662736330995,-34.02605017,2.9276314499484
150.662714684271,-34.0261372,3.88802876676987
150.662700467027,-34.02619436,3.7287149122807
150.662686739775,-34.02624955,3.2036891124871
150.662672624509,-34.0263063,2.71284816821465
150.66265444,-34.02638397,2.02721845975232
150.66263541,-34.02643371,1.6357068498452
150.66260137,-34.02646033,2.06914357585139
150.66255432,-34.02643966,2.14783313983488
150.662566391303,-34.02638283,2.28650722394221
150.662589900123,-34.02628883,2.5780447626419
150.662605180856,-34.02622773,1.92917969556244
150.662620244008,-34.0261675,2.23168201754386
150.6626356823,-34.02610577,2.08075309597523
150.662650880502,-34.026045,3.23077857327141
150.662665138352,-34.02598799,4.6891121001032
150.662692441096,-34.02587882,5.24509765221878
150.662705531007,-34.02582648,5.8442979876161
150.662719206138,-34.0257718,4.85036126160991
150.662731938415,-34.02572089,3.77902457430341
150.662752186011,-34.02563993,3.56875619195046
150.66276532344,-34.0255874,4.40853928018576
150.662778710963,-34.02553387,5.94104702012384
150.662793223909,-34.02547584,6.85629463364293
150.662807464251,-34.0254189,8.64293027605779
150.662828607184,-34.02533436,9.02476715686274
150.662841879664,-34.02528129,9.39241428018576
150.662855469763,-34.02522695,10.1980129643963
150.662869377481,-34.02517134,9.43498393962849
150.662882755,-34.02511785,8.583590750774
150.662895929943,-34.02506517,7.4084100877193
150.662910090256,-34.02500855,5.35990660474716
150.662924130524,-34.02495241,3.26754360165119
150.662944395627,-34.02487138,2.43034055727554
150.66295993,-34.02482682,1.49380811403509
150.66290372,-34.02481778,2.14976786635707
150.66286153,-34.02486164,2.63867401960784
150.66284622,-34.02492288,3.2823786119711
150.66282931376,-34.0249872,3.55908120485036
150.662812496204,-34.02505361,3.76483442982456
150.662795433006,-34.02512099,4.76651115841073
150.662779749957,-34.02518292,4.95226986584107
150.662764912723,-34.02524151,5.03805430856553
150.662751088444,-34.0252961,4.53173355263158
150.66273599544,-34.0253557,4.4401443498452
150.662720740363,-34.02541594,3.99896800825593
150.662704044361,-34.02548187,3.82094936790506
150.662687837109,-34.02554587,4.03315260577916
150.662672199642,-34.02560762,4.11442202012384
150.662656926839,-34.02566793,4.10410197368421
150.662634345578,-34.0257571,4.32856017801858
150.662618211765,-34.02582081,4.56075832043344
150.662602518586,-34.02588278,4.72974703302374
150.662586878588,-34.02594454,4.27438061145511
150.662572010966,-34.02600325,4.44659416924665
150.662557323144,-34.02606125,4.12022665118679
150.662534688703,-34.02615063,3.30753295923633
150.662519496936,-34.02621062,3.05727502579979
150.662504842034,-34.02626849,2.4032503869969
150.662490546731,-34.02632494,2.82959216976264
150.662476489472,-34.02638045,3.43266234520124
150.66245552,-34.02643088,4.29050561145511
150.66240512,-34.02644854,4.73039202786378
150.66238558,-34.02639103,4.56011326109391
150.6624187,-34.02632661,3.82030450206398
150.66243999694,-34.02626645,3.1862745743034
150.662455901909,-34.02620216,3.37719298245614
150.662472143334,-34.02613651,3.20691460268318
150.662488533196,-34.02607026,3.58230140608875
150.662504598971,-34.02600532,5.45020652734778
150.662520810708,-34.02593979,5.788828624871
150.662536270368,-34.0258773,7.18524219556244
150.662552380674,-34.02581218,7.51741440918473
150.662568030827,-34.02574892,6.62409610423117
150.662591179496,-34.02565535,7.14396200980392
150.662607863757,-34.02558791,6.85500419246646
150.66262390974,-34.02552305,6.66021600877193
150.662639084896,-34.02546171,6.42414815531476
150.662654989865,-34.02539742,5.69272413570692
150.662678658062,-34.02530175,4.60332785087719
150.662694174622,-34.02523903,5.29024735552116
150.662709641704,-34.02517651,5.63338461042312
150.662726434818,-34.02510863,5.74496852425181
150.66274303249,-34.02504154,5.89009281475748
150.66275097,-34.02494159,4.50335397316821
150.66276758,-34.02487597,3.3565532120743
150.66278262,-34.02481984,2.65221891124871
150.66273486,-34.02476727,1.90660468266254
150.66267947,-34.02481175,2.52708946078431
150.662696157883,-34.02491966,3.94156295149639
150.662677613512,-34.02499356,4.59365267027864
150.662659603642,-34.02506533,6.63183649380805
150.662641922501,-34.02513579,7.62190350877193
150.662624434583,-34.02520548,6.39705824303406
150.662606311789,-34.0252777,6.03328134674923
150.662580261843,-34.02538151,4.58139763931889
150.662564367385,-34.02544485,3.35655269607843
150.66254727846,-34.02551295,3.67324548503612
150.662530673846,-34.02557912,4.01573793859649
150.662514182154,-34.02564484,4.34404044117647
150.662498127096,-34.02570882,4.96646033281734
150.662482762119,-34.02577005,6.20743046955624
150.662457939263,-34.02586897,6.05327676728586
150.66244243376,-34.02593076,5.44375670794634
150.662427174178,-34.02599157,5.03934507223942
150.662412479207,-34.02605013,3.62035635964912
150.662398336302,-34.02610649,3.2494842621259
150.662384717858,-34.02616076,3.51135197368421
150.662369854759,-34.02621999,2.72123310113519
150.66235206,-34.0262791,2.49290473426213
150.66232527,-34.02635336,2.32907591589267
150.66224735,-34.02637396,2.03818356553148
150.66221532,-34.02632348,2.04140853973168
150.66223576,-34.0262617,2.02979869711042
150.662290776764,-34.02620031,1.86855018059856
150.662306632186,-34.02613754,2.13364286635707
150.662322780619,-34.02607361,3.63261106811146
150.662346739307,-34.02597876,5.05740473426213
150.66236143279,-34.02592059,6.63764170536636
150.662376919422,-34.02585928,6.43962816047472
150.662394404086,-34.02579006,5.67143930598555
150.662411340617,-34.02572301,4.59171781475748
150.662428557529,-34.02565485,3.63454585913313
150.662446464027,-34.02558396,3.78289473684211
150.662462915575,-34.02551883,3.35784307275542
150.662479700549,-34.02545238,3.85448903508772
150.662496076318,-34.02538755,4.24858055985552
150.662513672124,-34.02531789,4.5955879127967
150.662530525298,-34.02525117,5.11996858875129
150.662547103144,-34.02518554,4.86906578947369
150.662563142961,-34.02512204,4.77876664086687
150.662579710703,-34.02505645,4.13441647316821
150.662595351419,-34.02499453,3.6474455624355
150.662610706702,-34.02493374,3.26109365325077
150.662625314302,-34.02487591,1.8801597007224
150.662639126226,-34.02482123,2.12977302631579
150.6626468,-34.02477234,1.4247935371517
150.66259166,-34.02477925,1.53831256449948
150.662550746363,-34.02483549,3.17466440918473
150.662534018837,-34.02489984,2.74767763157895
150.6625173407,-34.024964,3.95510777863777
150.662491338299,-34.02506403,4.55172807017544
150.662474470402,-34.02512892,3.45717208462332
150.662456926645,-34.02519641,4.41176444788442
150.662439252914,-34.0252644,4.12022697368421
150.662422119872,-34.02533031,3.09275025799794
150.662397113065,-34.02542651,3.41202244582043
150.662380845642,-34.02548909,3.55908133384933
150.662364063527,-34.02555365,4.27760571465428
150.662347510164,-34.02561733,4.81875632094943
150.662331055581,-34.02568063,4.80908159184727
150.662314712775,-34.0257435,4.15054186016512
150.662289529204,-34.02584038,3.59584616873065
150.662272448151,-34.02590609,2.98116589267286
150.662256443274,-34.02596766,2.55417917956656
150.66224061776,-34.02602854,2.04979321465428
150.662225088585,-34.02608828,1.17776025541796
150.662201438695,-34.02617926,1.22355501805986
150.662185732757,-34.02623968,1.96465415376677
150.66216809,-34.02629765,3.47458707430341
150.66213611,-34.02634392,3.85255417956656
150.66208678,-34.02634313,3.96155830753354
150.6620788,-34.0262887,3.62680598555212
150.662131139498,-34.02618867,3.1359649122807
150.662148507652,-34.02612011,3.18240441176471
150.662164809295,-34.02605576,3.35010307017544
150.662182755036,-34.02598492,3.9531729876161
150.662201463294,-34.02591107,4.79553618421053
150.66221884158,-34.02584247,4.84197568369453
150.662236257866,-34.02577372,5.16640815273478
150.66226287755,-34.02566864,5.11287396800826
150.662280843557,-34.02559772,4.02928270123839
150.662297965983,-34.02553013,4.1802116873065
150.662313854702,-34.02546741,4.06088757739938
150.66233118739,-34.02539899,4.87809603973168
150.662348517544,-34.02533058,5.79205340557276
150.662365867964,-34.02526209,7.40647549019608
150.662391745398,-34.02515994,8.95639789731682
150.662409394746,-34.02509027,8.76612383900929
150.662425686256,-34.02502596,7.62899825851393
150.662441321647,-34.02496424,5.59597432920537
150.662457347164,-34.02490098,3.92414796181631
150.66248276,-34.02483471,2.19362719298246
150.66248683,-34.02474813,1.41898845459236
150.66241772,-34.02472766,1.76019098297214
150.66239067,-34.02478316,1.79502070433437
150.662399115971,-34.02485272,3.21723419762642
150.662382016399,-34.02491994,5.26251270639835
150.662357181064,-34.02501757,5.98748677760578
150.662340747973,-34.02508217,6.59442679308566
150.662324162253,-34.02514737,6.46607320691434
150.662306668388,-34.02521614,4.32662545149639
150.662288958299,-34.02528576,4.06346742776058
150.662262670441,-34.0253891,3.67324567853457
150.662245313943,-34.02545733,3.97703786119711
150.662228265247,-34.02552435,5.7552883126935
150.662211303041,-34.02559103,5.09158888028896
150.662193882947,-34.02565951,6.03070130288958
150.662176165227,-34.02572916,5.00064460784314
150.66215996108,-34.02579286,4.2840556630547
150.662136336604,-34.02588573,4.5575334752322
150.662121038058,-34.02594587,4.62203289473684
150.662105457147,-34.02600712,4.80650128998968
150.662090596139,-34.02606554,4.44465924922601
150.662075948811,-34.02612312,4.0286375128999
150.662062418221,-34.02617631,2.63738357843137
150.66205313,-34.02622934,2.01496388028896
150.6620302,-34.02627366,1.94336945304438
150.66198637,-34.02627858,2.11751805985552
150.66197169,-34.02622485,2.00980417956656
150.66200173,-34.02615747,2.22458720330237
150.662026515254,-34.02609218,1.91305469556244
150.662060000686,-34.02595406,2.50644962590299
150.662076961595,-34.0258841,2.97213570691435
150.662092290902,-34.02582087,3.39783255933952
150.662108301457,-34.02575483,3.78289441434468
150.662123293776,-34.02569299,3.03083068885449
150.662146596843,-34.02559687,2.56901444788442
150.662162255864,-34.02553228,2.87345181888545
150.662177594868,-34.02546901,3.47845697884417
150.6621928272,-34.02540618,3.54102186532508
150.662207792851,-34.02534445,3.31785377966976
150.662223209435,-34.02528086,2.33746155830753
150.662238393279,-34.02521823,2.4838753869969
150.662254173519,-34.02515314,3.34300799793602
150.662269548889,-34.02508972,4.58462280701755
150.662291780384,-34.02499802,5.53276509287926
150.662306479353,-34.02493739,4.51818833849329
150.662321806236,-34.02487417,3.63777031733746
150.6623498,-34.02481549,2.66189325335397
150.66236058,-34.02474871,1.89434952270382
150.6623185,-34.0247262,2.41937512899897
150.66226475,-34.02475652,2.97536061661507
150.66224313,-34.02482013,3.86674322755418
150.662244404795,-34.02488958,4.4833584881321
150.662227615968,-34.024957,4.14215621775026
150.662202168768,-34.02505919,3.71000993292054
150.662186002487,-34.02512411,3.13402979876161
150.662171477238,-34.02518244,3.46555701754386
150.662156252247,-34.02524358,3.49458191434469
150.662140374828,-34.02530734,3.77837957946336
150.66212491825,-34.02536941,3.39009268575851
150.662100501987,-34.02546746,2.50773980908153
150.662084305824,-34.0255325,2.40260577915377
150.662068727226,-34.02559506,2.67995368937048
150.662052645612,-34.02565964,4.7819919375645
150.662021197066,-34.02578593,5.9533024380805
150.662006504975,-34.02584493,6.42672865067079
150.661984145604,-34.02593472,7.41937570949433
150.661968776183,-34.02599644,6.07133642930857
150.661953939661,-34.02605602,5.7520641124871
150.661938759493,-34.02611698,5.43537132352941
150.661924552988,-34.02617403,4.41885932662539
150.661902203578,-34.02626378,3.83384900670795
150.66187374,-34.026317,4.41885932662539
150.66186286,-34.02636533,3.83384900670795
